company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
/company/enlighted,Enlighted,cleantech,USA,CA,SF Bay,Sunnyvale,/financial-organization/rockport-capital-partners,RockPort Capital Partners,,USA,MA,Boston,Boston,series-c+,2013-04-18,2013-04,2013-Q2,2013,20000000
/company/honest-buildings,Honest Buildings,web,USA,NY,New York,New York,/financial-organization/rockport-capital-partners,RockPort Capital Partners,,USA,MA,Boston,Boston,series-a,2013-06-24,2013-06,2013-Q2,2013,5500000
/company/flywheel-software,Flywheel Software,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/rockport-capital-partners,RockPort Capital Partners,,USA,MA,Boston,Boston,series-b,2013-07-31,2013-07,2013-Q3,2013,14800000
/company/drill-map,Drill Map,software,USA,TX,Austin,Austin,/financial-organization/rockport-capital-partners,RockPort Capital Partners,,USA,MA,Boston,Boston,series-a,2013-08-07,2013-08,2013-Q3,2013,6500000
/company/flowcardia,FlowCardia,biotech,USA,CA,SF Bay,Sunnnyvale,/financial-organization/rockport-venture-partners,Rockport Venture Partners,,USA,NJ,Spring Lake,Spring Lake,series-c+,2007-08-30,2007-08,2007-Q3,2007,30000000
/company/cardiomems,CardioMEMS,medical,USA,GA,Atlanta,Atlanta,/financial-organization/rockport-venture-partners,Rockport Venture Partners,,USA,NJ,Spring Lake,Spring Lake,series-c+,2009-10-09,2009-10,2009-Q4,2009,22100000
/company/fluidnet,Fluidnet,medical,USA,MA,Boston,Amesbury,/financial-organization/rockport-venture-partners,Rockport Venture Partners,,USA,NJ,Spring Lake,Spring Lake,series-c+,2011-08-16,2011-08,2011-Q3,2011,25000000
/company/minco-technology-labs,Minco Technology Labs,semiconductor,USA,TX,Austin,Austin,/financial-organization/rockwood-equity-partners,RockWood Equity Partners,,USA,OH,Cleveland,Beachwood,venture,2010-05-26,2010-05,2010-Q2,2010,5500000
/company/ask-com,Ask.com,web,USA,CA,SF Bay,Oakland,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,angel,1996-01-01,1996-01,1996-Q1,1996,
/company/ravenflow,Ravenflow,software,USA,CA,SF Bay,Emeryville,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,venture,2008-02-20,2008-02,2008-Q1,2008,5000000
/company/ravenflow,Ravenflow,software,USA,CA,SF Bay,Emeryville,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,venture,2009-04-13,2009-04,2009-Q2,2009,6000000
/company/ravenflow,Ravenflow,software,USA,CA,SF Bay,Emeryville,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,series-a,2005-12-07,2005-12,2005-Q4,2005,9700000
/company/solazyme,Solazyme,cleantech,USA,CA,SF Bay,South San Francisco,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,series-c+,2008-08-26,2008-08,2008-Q3,2008,45400000
/company/solazyme,Solazyme,cleantech,USA,CA,SF Bay,South San Francisco,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,series-c+,2009-06-15,2009-06,2009-Q2,2009,11600000
/company/solazyme,Solazyme,cleantech,USA,CA,SF Bay,South San Francisco,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,series-b,2007-03-06,2007-03,2007-Q1,2007,10000000
/company/coolsystems,CoolSystems,medical,USA,CA,SF Bay,Alameda,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,venture,2007-08-06,2007-08,2007-Q3,2007,3000000
/company/polyserve,PolyServe,software,USA,OR,Portland,Beaverton,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,series-c+,2006-11-03,2006-11,2006-Q4,2006,10000000
/company/coolsystems,CoolSystems,medical,USA,CA,SF Bay,Alameda,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,other,2010-06-09,2010-06,2010-Q2,2010,2250000
/company/gridtential-energy,Gridtential Energy,cleantech,USA,CA,SF Bay,San Jose,/financial-organization/roda-group,Roda Group,,USA,CA,SF Bay,Berkeley,angel,2013-03-08,2013-03,2013-Q1,2013,
/company/rainstor,RainStor,analytics,USA,CA,SF Bay,San Francisco,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,2012-10-05,2012-10,2012-Q4,2012,12000000
/company/tely-labs,Tely Labs,games_video,USA,CA,SF Bay,Menlo Park,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,2012-10-22,2012-10,2012-Q4,2012,15000000
/company/avalanche-technology,Avalanche Technology,semiconductor,USA,CA,SF Bay,Fremont,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,2013-03-08,2013-03,2013-Q1,2013,5000000
/company/zoove,Zoove,mobile,USA,NY,SF Bay,Palo Alto,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,2013-05-14,2013-05,2013-Q2,2013,15000000
/company/watchwith,Watchwith,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,2013-06-25,2013-06,2013-Q2,2013,5000000
/company/pokitdok,PokitDok,mobile,USA,CA,SF Bay,Menlo Park,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,2013-06-26,2013-06,2013-Q2,2013,4000000
/company/addvocate,Addvocate,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/rogers-venture-partners,Rogers Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,2013-07-24,2013-07,2013-Q3,2013,2390000
/company/payfone,Payfone,mobile,USA,NY,New York,New York,/financial-organization/rogers-ventures,Rogers Ventures,,CAN,,Toronto,"Toronto, ON",venture,2011-04-13,2011-04,2011-Q2,2011,19000000
/company/zoove,Zoove,mobile,USA,NY,SF Bay,Palo Alto,/financial-organization/rogers-ventures,Rogers Ventures,,CAN,,Toronto,"Toronto, ON",venture,2011-10-20,2011-10,2011-Q4,2011,5000000
/company/thislife,ThisLife,web,USA,CA,SF Bay,Palo Alto,/financial-organization/rogers-ventures,Rogers Ventures,,CAN,,Toronto,"Toronto, ON",series-a,2012-06-22,2012-06,2012-Q2,2012,2750000
/company/measureful,Measureful,analytics,USA,OR,Portland,Portland,/financial-organization/rogue-venture-partners,Rogue Venture Partners,,,,unknown,,venture,2013-02-08,2013-02,2013-Q1,2013,
/company/vadio,Vadio,games_video,USA,OR,Portland,Portland,/financial-organization/rogue-venture-partners,Rogue Venture Partners,,,,unknown,,angel,2012-11-01,2012-11,2012-Q4,2012,750000
/company/appthwack,AppThwack,mobile,USA,OR,Portland,Portland,/financial-organization/rogue-venture-partners,Rogue Venture Partners,,,,unknown,,angel,2013-03-01,2013-03,2013-Q1,2013,600000
/company/rover-com,Rover.com,web,USA,WA,Seattle,Seattle,/financial-organization/rolling-bay-ventures,Rolling Bay Ventures,,,,unknown,,private-equity,2013-07-30,2013-07,2013-Q3,2013,3500000
/company/bitdefender,BitDefender,software,USA,FL,Fort Lauderdale,Fort Lauderdale,/financial-organization/romanian-american-enterprise-fund,Romanian-American Enterprise Fund,,ROM,,Bucharest,Bucharest,venture,2007-12-06,2007-12,2007-Q4,2007,7000000
/company/ginger-io,Ginger.io,analytics,USA,MA,Boston,Cambridge,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,series-a,2011-10-01,2011-10,2011-Q4,2011,1700000
/company/placester,Placester,public_relations,USA,MA,Boston,Cambridge,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,series-a,2013-04-29,2013-04,2013-Q2,2013,2500000
/company/ginger-io,Ginger.io,analytics,USA,MA,Boston,Cambridge,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,series-a,2012-11-28,2012-11,2012-Q4,2012,6500000
/company/bombfell,Bombfell,fashion,USA,NY,New York,New York,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,angel,2013-02-13,2013-02,2013-Q1,2013,730000
/company/smart-lunches,Smart Lunches,ecommerce,USA,MA,Boston,Boston,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,series-b,2013-06-19,2013-06,2013-Q2,2013,1600000
/company/e-la-carte,E la Carte,hardware,USA,CA,SF Bay,Palo Alto,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,series-b,2013-06-24,2013-06,2013-Q2,2013,13500000
/company/cohealo,Cohealo,health,USA,FL,Palm Beach,Boca Raton,/financial-organization/romulus-capital,Romulus Capital,,,,unknown,,angel,2013-09-26,2013-09,2013-Q3,2013,750000
/company/microchip-biotechnologies,Microchip Biotechnologies,biotech,USA,CA,SF Bay,Pleasanton,/financial-organization/rona-syndicates,Rona Syndicates,,,,unknown,,series-a,2006-08-29,2006-08,2006-Q3,2006,4500000
/company/microchip-biotechnologies,Microchip Biotechnologies,biotech,USA,CA,SF Bay,Pleasanton,/financial-organization/rona-syndicates,Rona Syndicates,,,,unknown,,series-b,2009-11-12,2009-11,2009-Q4,2009,18100000
/company/integenx,IntegenX,biotech,USA,CA,SF Bay,Pleasanton,/financial-organization/ronaholdings,RONAholdings,,,,unknown,,series-b,2011-02-04,2011-02,2011-Q1,2011,15600000
/company/integenx,IntegenX,biotech,USA,CA,SF Bay,Pleasanton,/financial-organization/ronaholdings,RONAholdings,,,,unknown,,series-c+,2011-12-13,2011-12,2011-Q4,2011,40000000
/company/northstar-systems-international,NorthStar Systems International,software,USA,CA,SF Bay,San Francisco,/financial-organization/ropart-asset-management,Ropart Asset Management,,USA,CT,New York,Greenwich,venture,2007-11-14,2007-11,2007-Q4,2007,18000000
/company/mediatrust,MediaTrust,advertising,USA,NY,New York,New York,/financial-organization/ropart-asset-management,Ropart Asset Management,,USA,CT,New York,Greenwich,venture,2010-05-06,2010-05,2010-Q2,2010,18000000
/company/nature-technologies,DeerTech,other,USA,NY,Pleasantville,Pleasantville,/financial-organization/ropart-asset-management,Ropart Asset Management,,USA,CT,New York,Greenwich,series-b,2006-03-02,2006-03,2006-Q1,2006,4000000
/company/mediatrust,MediaTrust,advertising,USA,NY,New York,New York,/financial-organization/ropart-asset-management,Ropart Asset Management,,USA,CT,New York,Greenwich,venture,2011-02-24,2011-02,2011-Q1,2011,3000000
/company/lev-pharmaceuticals,Lev Pharmaceuticals,biotech,USA,NY,New York,New York,/financial-organization/rosalind-capital-partners,Rosalind Capital Partners,,USA,CA,Los Angeles,Santa Monica,venture,2006-10-23,2006-10,2006-Q4,2006,21000000
/company/soligenix,Soligenix,biotech,USA,NJ,Princeton,Princeton,/financial-organization/rosalind-capital-partners,Rosalind Capital Partners,,USA,CA,Los Angeles,Santa Monica,venture,2010-06-16,2010-06,2010-Q2,2010,5160000
/company/innroad-inc,innRoad,software,USA,NY,Southampton,Southampton,/financial-organization/rose-park-advisors,Rose Park Advisors,,USA,MA,Boston,Boston,series-b,2012-05-31,2012-05,2012-Q2,2012,5800000
/company/hirevue,HireVue,web,USA,UT,Salt Lake City,South Jordan,/financial-organization/rose-park-advisors,Rose Park Advisors,,USA,MA,Boston,Boston,series-c+,2012-08-30,2012-08,2012-Q3,2012,22000000
/company/processunity,ProcessUnity,software,USA,MA,Boston,Concord,/financial-organization/rose-park-advisors,Rose Park Advisors,,USA,MA,Boston,Boston,series-c+,2013-04-02,2013-04,2013-Q2,2013,5000000
/company/pushpage,PushPage,web,USA,MA,Boston,Cambridge,/financial-organization/rose-park-advisors,Rose Park Advisors,,USA,MA,Boston,Boston,series-a,2013-09-16,2013-09,2013-Q3,2013,1700000
/company/jingle-networks,Jingle Networks,mobile,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2005-12-01,2005-12,2005-Q4,2005,5000000
/company/mashery,Mashery,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2007-05-08,2007-05,2007-Q2,2007,1200000
/company/saymedia,SAY Media,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2005-04-01,2005-04,2005-Q2,2005,400000
/company/saymedia,SAY Media,advertising,USA,CA,SF Bay,San Francisco,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2006-01-01,2006-01,2006-Q1,2006,3500000
/company/magnify,Magnify,games_video,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2007-02-01,2007-02,2007-Q1,2007,1200000
/company/mashery,Mashery,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2008-10-29,2008-10,2008-Q4,2008,7000000
/company/linkstorm,LinkStorm,advertising,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2007-10-01,2007-10,2007-Q4,2007,4200000
/company/critical-media,Critical Media,games_video,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2004-01-01,2004-01,2004-Q1,2004,2000000
/company/drop-io,drop.io,education,USA,NY,New York,Brooklyn,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2008-03-11,2008-03,2008-Q1,2008,3900000
/company/kidzui,KidZui,web,USA,CA,San Diego,San Diego,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2006-09-01,2006-09,2006-Q3,2006,3000000
/company/ejamming,eJamming,games_video,USA,FL,Palm Beach,Boca Raton,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2005-10-02,2005-10,2005-Q4,2005,1690000
/company/instinctiv,Instinctiv,mobile,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2008-06-01,2008-06,2008-Q2,2008,750000
/company/ugobe,UGOBE,hardware,USA,ID,Eagle,Eagle,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2006-05-01,2006-05,2006-Q2,2006,2750000
/company/gust,Gust,web,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2004-01-01,2004-01,2004-Q1,2004,
/company/ce-interactive,CE Interactive,software,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2008-02-01,2008-02,2008-Q1,2008,500000
/company/koolspan,KoolSpan,security,USA,MD,Washington DC,Bethesda,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2003-01-01,2003-01,2003-Q1,2003,
/company/koolspan,KoolSpan,security,USA,MD,Washington DC,Bethesda,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-a,2004-02-25,2004-02,2004-Q1,2004,1200000
/company/koolspan,KoolSpan,security,USA,MD,Washington DC,Bethesda,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2006-11-01,2006-11,2006-Q4,2006,6500000
/company/koolspan,KoolSpan,security,USA,MD,Washington DC,Bethesda,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-c+,2008-05-13,2008-05,2008-Q2,2008,7100000
/company/socialbomb,Socialbomb,games_video,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2008-12-01,2008-12,2008-Q4,2008,240000
/company/magnify,Magnify,games_video,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2008-02-28,2008-02,2008-Q1,2008,1000000
/company/performline,PerformLine,advertising,USA,NJ,Morristown,Morristown,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,venture,2009-02-10,2009-02,2009-Q1,2009,
/company/nimbit,Nimbit,music,USA,MA,Boston,Framingham,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2009-03-06,2009-03,2009-Q1,2009,1000000
/company/33across,33Across,advertising,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2009-03-13,2009-03,2009-Q1,2009,750000
/company/magnetic,Magnetic,advertising,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2009-03-16,2009-03,2009-Q1,2009,1250000
/company/senscient,Senscient,manufacturing,USA,TX,Houston,League City,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2008-05-28,2008-05,2008-Q2,2008,5600000
/company/talkshoe,TalkShoe,web,USA,PA,Pittsburg,Wexford,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2008-06-26,2008-06,2008-Q2,2008,1130000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2009-06-29,2009-06,2009-Q2,2009,500000
/company/magnify,Magnify,games_video,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,venture,2008-11-25,2008-11,2008-Q4,2008,
/company/learnvest,LearnVest,finance,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,angel,2009-08-31,2009-08,2009-Q3,2009,1100000
/company/kidzui,KidZui,web,USA,CA,San Diego,San Diego,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-c+,2010-03-23,2010-03,2010-Q1,2010,4000000
/company/drop-io,drop.io,education,USA,NY,New York,Brooklyn,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-c+,2010-05-03,2010-05,2010-Q2,2010,4850000
/company/learnvest,LearnVest,finance,USA,NY,New York,New York,/financial-organization/rose-tech-ventures,Rose Tech Ventures,,USA,NY,New York,New York,series-b,2011-07-12,2011-07,2011-Q3,2011,19000000
/company/headsprout,HeadSprout,software,USA,WV,Seattle,Seattle,/financial-organization/roser-ventures,Roser Ventures,,USA,CO,Denver,Boulder,series-c+,2007-03-09,2007-03,2007-Q1,2007,8000000
/company/conjugon,ConjuGon,biotech,USA,WI,Madison,Madison,/financial-organization/rosetta-partners,Rosetta Partners,,USA,IL,Chicago,Lake Forest,venture,2006-12-13,2006-12,2006-Q4,2006,3300000
/company/celator-pharmaceuticals,Celator Pharmaceuticals,biotech,USA,NJ,Princeton,Princeton,/financial-organization/roth-capital-partners,ROTH Capital Partners,,USA,CA,Los Angeles,Newport Beach,private-equity,2013-04-30,2013-04,2013-Q2,2013,39300000
/company/soasta,SOASTA,enterprise,USA,CA,SF Bay,Mountain View,/financial-organization/roth-capital-partners,ROTH Capital Partners,,USA,CA,Los Angeles,Newport Beach,series-c+,2013-08-08,2013-08,2013-Q3,2013,30000000
/company/chat-sports-inc,Chat Sports,news,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2012-10-31,2012-10,2012-Q4,2012,300000
/company/space-exploration-technologies,Space Exploration Technologies,transportation,USA,CA,Los Angeles,Hawthorne,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,2012-12-21,2012-12,2012-Q4,2012,30000000
/company/bloodhound,Bloodhound,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,series-a,2013-01-23,2013-01,2013-Q1,2013,4250000
/company/tuition-io,Tuition.io,finance,USA,CA,Los Angeles,Santa Monica,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-02-28,2013-02,2013-Q1,2013,1000000
/company/bloodhound,Bloodhound,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2012-09-28,2012-09,2012-Q3,2012,
/company/pixlee,Pixlee,other,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-02-15,2013-02,2013-Q1,2013,
/company/matterport,Matterport,hardware,USA,CA,SF Bay,Mountain View,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,series-a,2013-03-07,2013-03,2013-Q1,2013,5600000
/company/the-new-hive,The New Hive,news,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2012-09-13,2012-09,2012-Q3,2012,
/company/hullabalu,Hullabalu,games_video,USA,NY,New York,New York,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-01-28,2013-01,2013-Q1,2013,
/company/chubbies-shorts,Chubbies Shorts,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,2012-10-01,2012-10,2012-Q4,2012,
/company/swing-by-swing,Swing by Swing,mobile,USA,CA,SF Bay,Palo Alto,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,2012-11-01,2012-11,2012-Q4,2012,
/company/careport-health,Careport Health,health,USA,MA,Boston,Cambridge,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,2012-12-01,2012-12,2012-Q4,2012,
/company/friendemic,Friendemic,advertising,USA,UT,Salt Lake City,Murray,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,venture,2013-04-01,2013-04,2013-Q2,2013,250000
/company/hullabalu,Hullabalu,games_video,USA,NY,New York,New York,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,series-a,2013-06-06,2013-06,2013-Q2,2013,1800000
/company/27-bards,27 bards,software,USA,CA,SF Bay,Stanford,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2012-11-06,2012-11,2012-Q4,2012,
/company/propeller,Propeller,web,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-06-27,2013-06,2013-Q2,2013,1250000
/company/patreon,Patreon,web,USA,CA,SF Bay,San Francisco,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,series-a,2013-08-01,2013-08,2013-Q3,2013,2100000
/company/bustle,Bustle,web,USA,NY,New York,Brooklyn,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,series-a,2013-08-13,2013-08,2013-Q3,2013,6500000
/company/buttercoin,Buttercoin,software,USA,CA,SF Bay,Palo Alto,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-08-19,2013-08,2013-Q3,2013,1000000
/company/open-me,Open Me,ecommerce,USA,CA,Los Angeles,Los Angeles,/financial-organization/rothenberg-ventures,Rothenberg Ventures,,USA,CA,SF Bay,San Francisco,angel,2013-08-01,2013-08,2013-Q3,2013,
/company/boonty,Boonty,games_video,USA,NY,New York,New York,/financial-organization/rothschild-gestion,Rothschild Gestion,,USA,NY,New York,New York,series-b,2005-07-07,2005-07,2005-Q3,2005,10000000
/company/exaprotect,Exaprotect,security,USA,CA,SF Bay,Mountain View,/financial-organization/rothschild-gestion,Rothschild Gestion,,USA,NY,New York,New York,series-a,2006-07-10,2006-07,2006-Q3,2006,7660000
/company/mobiledataforce,MobileDataforce,software,USA,ID,Meridian,Meridian,/financial-organization/roudal-mdf,Roudal MDF,,,,unknown,,venture,2006-05-18,2006-05,2006-Q2,2006,1000000
/company/mark43,Mark43,software,USA,NY,New York,New York,/financial-organization/rough-draft-ventures,Rough Draft Ventures,,,,unknown,,series-a,2013-07-15,2013-07,2013-Q3,2013,1950000
/company/autobook-now,Autobook Now,automotive,USA,IN,Indianapolis,Indianapolis,/financial-organization/royal-united-funding,Royal United Funding,,,,unknown,,venture,2013-04-22,2013-04,2013-Q2,2013,3000000
/company/sharethis,ShareThis,social,USA,CA,SF Bay,Palo Alto,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2007-01-01,2007-01,2007-Q1,2007,6000000
/company/bountyjobs,BountyJobs,web,USA,NY,New York,New York,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2006-01-01,2006-01,2006-Q1,2006,3500000
/company/riverglass-inc,"RiverGlass, Inc.",software,USA,IL,Champaign,Champaign,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,venture,2008-01-21,2008-01,2008-Q1,2008,2400000
/company/openlane,OPENLANE,web,USA,CA,SF Bay,Redwood City,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,venture,2008-12-31,2008-12,2008-Q4,2008,10000000
/company/symwave,Symwave,semiconductor,USA,CA,Los Angeles,Laguna Niguel,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-c+,2007-07-18,2007-07,2007-Q3,2007,12000000
/company/mobius-microsystems,Mobius Microsystems,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-b,2007-12-10,2007-12,2007-Q4,2007,10220000
/company/quantum-learning-technologies,Kabongo,games_video,USA,MI,Detroit,Ann Arbor,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2009-08-08,2009-08,2009-Q3,2009,
/company/tetravitae-bioscience,TetraVitae Bioscience,cleantech,USA,IL,Chicago,Chicago,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2008-11-30,2008-11,2008-Q4,2008,6300000
/company/janrain,Janrain,web,USA,OR,Portland,Portland,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2009-12-07,2009-12,2009-Q4,2009,3250000
/company/riverglass-inc,"RiverGlass, Inc.",software,USA,IL,Champaign,Champaign,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-b,2007-02-05,2007-02,2007-Q1,2007,4000000
/company/arbor-photonics,Arbor Photonics,hardware,USA,MI,Detroit,Ann Arbor,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,angel,2007-11-26,2007-11,2007-Q4,2007,200000
/company/mobius-microsystems,Mobius Microsystems,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,series-a,2006-01-31,2006-01,2006-Q1,2006,10000000
/company/glyde,Glyde,ecommerce,USA,CA,SF Bay,Palo Alto,/financial-organization/rpm-ventures,RPM Ventures,,USA,MI,Detroit,Ann Arbor,venture,2009-11-01,2009-11,2009-Q4,2009,
